TYPE;Geom;Geo Local Area;geo_point_2d
Pedestrian Actuated Signal;"{""coordinates"": [-123.04933053099373, 49.28113860235074], ""type"": ""Point""}";Hastings-Sunrise;49.28113860235074, -123.04933053099373
Pedestrian Actuated Signal;"{""coordinates"": [-123.11702477156105, 49.212305333700705], ""type"": ""Point""}";Marpole;49.212305333700705, -123.11702477156105
Fully Actuated;"{""coordinates"": [-123.09110215997936, 49.21101286611752], ""type"": ""Point""}";Sunset;49.21101286611752, -123.09110215997936
Pedestrian Actuated Signal;"{""coordinates"": [-123.09140187485104, 49.283037536622395], ""type"": ""Point""}";Strathcona;49.283037536622395, -123.09140187485104
Fixed Time;"{""coordinates"": [-123.11484752827135, 49.28465860080955], ""type"": ""Point""}";Downtown;49.28465860080955, -123.11484752827135
Fixed Time;"{""coordinates"": [-123.10761979398323, 49.27864756849313], ""type"": ""Point""}";Downtown;49.27864756849313, -123.10761979398323
Fixed Time;"{""coordinates"": [-123.13122603035522, 49.2901445775601], ""type"": ""Point""}";West End;49.2901445775601, -123.13122603035522
Pedestrian Actuated Signal;"{""coordinates"": [-123.20587307758616, 49.268962987816835], ""type"": ""Point""}";West Point Grey;49.268962987816835, -123.20587307758616
Pedestrian Actuated Signal;"{""coordinates"": [-123.07289217007073, 49.2326682870307], ""type"": ""Point""}";Kensington-Cedar Cottage;49.2326682870307, -123.07289217007073
Fully Actuated;"{""coordinates"": [-123.1363052326403, 49.257952428968196], ""type"": ""Point""}";Fairview;49.257952428968196, -123.1363052326403
Fixed Time;"{""coordinates"": [-123.11495483269982, 49.27820905008648], ""type"": ""Point""}";Downtown;49.27820905008648, -123.11495483269982
Fixed Time;"{""coordinates"": [-123.12878371315223, 49.276737424761095], ""type"": ""Point""}";Downtown;49.276737424761095, -123.12878371315223
Pedestrian Actuated Signal;"{""coordinates"": [-123.19354599427999, 49.25805701949932], ""type"": ""Point""}";West Point Grey;49.25805701949932, -123.19354599427999
Pedestrian Actuated Signal;"{""coordinates"": [-123.1019213766871, 49.27495451785758], ""type"": ""Point""}";Downtown;49.27495451785758, -123.1019213766871
Pedestrian Actuated Signal;"{""coordinates"": [-123.04424617884933, 49.26758576839837], ""type"": ""Point""}";Hastings-Sunrise;49.26758576839837, -123.04424617884933
Pedestrian Actuated Signal;"{""coordinates"": [-123.06544822695209, 49.235931858351975], ""type"": ""Point""}";Kensington-Cedar Cottage;49.235931858351975, -123.06544822695209
Fixed Time;"{""coordinates"": [-123.06575354571105, 49.269568245600794], ""type"": ""Point""}";Grandview-Woodland;49.269568245600794, -123.06575354571105
Pedestrian Actuated Signal;"{""coordinates"": [-123.08523663791361, 49.262442596080454], ""type"": ""Point""}";Mount Pleasant;49.262442596080454, -123.08523663791361
Fixed Time;"{""coordinates"": [-123.12481999849807, 49.28460198779042], ""type"": ""Point""}";West End;49.28460198779042, -123.12481999849807
Semi Actuated;"{""coordinates"": [-123.13004382164875, 49.2893796068187], ""type"": ""Point""}";West End;49.2893796068187, -123.13004382164875
Pedestrian Actuated Signal;"{""coordinates"": [-123.15928850483087, 49.24977573912299], ""type"": ""Point""}";Arbutus Ridge;49.24977573912299, -123.15928850483087
Pedestrian Actuated Signal;"{""coordinates"": [-123.16837310646444, 49.26664017016529], ""type"": ""Point""}";Kitsilano;49.26664017016529, -123.16837310646444
Pedestrian Actuated Signal;"{""coordinates"": [-123.14222781221677, 49.20710061961491], ""type"": ""Point""}";Marpole;49.20710061961491, -123.14222781221677
Semi Actuated;"{""coordinates"": [-123.02372982798191, 49.25063252074988], ""type"": ""Point""}";Renfrew-Collingwood;49.25063252074988, -123.02372982798191
Semi Actuated;"{""coordinates"": [-123.1198718823654, 49.26329850218567], ""type"": ""Point""}";Fairview;49.26329850218567, -123.1198718823654
Pedestrian Actuated Signal;"{""coordinates"": [-123.15569727667679, 49.230860099281536], ""type"": ""Point""}";Kerrisdale;49.230860099281536, -123.15569727667679
Pedestrian Actuated Signal;"{""coordinates"": [-123.20302225595174, 49.26373336998905], ""type"": ""Point""}";West Point Grey;49.26373336998905, -123.20302225595174
Fully Actuated;"{""coordinates"": [-123.15310587678798, 49.25154779240807], ""type"": ""Point""}";Arbutus Ridge;49.25154779240807, -123.15310587678798
Pedestrian Actuated Signal;"{""coordinates"": [-123.17304471346189, 49.234745285871014], ""type"": ""Point""}";Dunbar-Southlands;49.234745285871014, -123.17304471346189
Fixed Time;"{""coordinates"": [-123.1548205773327, 49.227154203888844], ""type"": ""Point""}";Kerrisdale;49.227154203888844, -123.1548205773327
Fixed Time;"{""coordinates"": [-123.07609868345953, 49.25011314321395], ""type"": ""Point""}";Kensington-Cedar Cottage;49.25011314321395, -123.07609868345953
Pedestrian Actuated Signal;"{""coordinates"": [-123.05887886567507, 49.232857659513165], ""type"": ""Point""}";Kensington-Cedar Cottage;49.232857659513165, -123.05887886567507
Pedestrian Actuated Signal;"{""coordinates"": [-123.1456930136421, 49.26546334341476], ""type"": ""Point""}";Kitsilano;49.26546334341476, -123.1456930136421
Fixed Time;"{""coordinates"": [-123.12301382475681, 49.27925819828844], ""type"": ""Point""}";Downtown;49.27925819828844, -123.12301382475681
Pedestrian Actuated Signal;"{""coordinates"": [-123.14057334168783, 49.207073617171744], ""type"": ""Point""}";Marpole;49.207073617171744, -123.14057334168783
Pedestrian Actuated Signal;"{""coordinates"": [-123.07751905985212, 49.26143088968381], ""type"": ""Point""}";Mount Pleasant;49.26143088968381, -123.07751905985212
Fixed Time;"{""coordinates"": [-123.11712881021421, 49.28185291046193], ""type"": ""Point""}";Downtown;49.28185291046193, -123.11712881021421
Semi Actuated;"{""coordinates"": [-123.11634290920549, 49.229815951065305], ""type"": ""Point""}";Oakridge;49.229815951065305, -123.11634290920549
Semi Actuated;"{""coordinates"": [-123.07586794446212, 49.256603589719674], ""type"": ""Point""}";Kensington-Cedar Cottage;49.256603589719674, -123.07586794446212
Fixed Time;"{""coordinates"": [-123.12658914154002, 49.26340651248053], ""type"": ""Point""}";Fairview;49.26340651248053, -123.12658914154002
Pedestrian Actuated Signal;"{""coordinates"": [-123.09070602379579, 49.2273726953731], ""type"": ""Point""}";Sunset;49.2273726953731, -123.09070602379579
Semi Actuated;"{""coordinates"": [-123.04015737206092, 49.26189016845882], ""type"": ""Point""}";Hastings-Sunrise;49.26189016845882, -123.04015737206092
Pedestrian Actuated Signal;"{""coordinates"": [-123.03772674574824, 49.24068089885648], ""type"": ""Point""}";Renfrew-Collingwood;49.24068089885648, -123.03772674574824
Fixed Time;"{""coordinates"": [-123.12326640383532, 49.27525166243218], ""type"": ""Point""}";Downtown;49.27525166243218, -123.12326640383532
Fixed Time;"{""coordinates"": [-123.10803884466257, 49.28115937845569], ""type"": ""Point""}";Downtown;49.28115937845569, -123.10803884466257
Pedestrian Actuated Signal;"{""coordinates"": [-123.09343183692945, 49.28122085739166], ""type"": ""Point""}";Strathcona;49.28122085739166, -123.09343183692945
Pedestrian Actuated Signal;"{""coordinates"": [-123.19693971741853, 49.26364316046137], ""type"": ""Point""}";West Point Grey;49.26364316046137, -123.19693971741853
Pedestrian Actuated Signal;"{""coordinates"": [-123.10099258510466, 49.25479437416089], ""type"": ""Point""}";Riley Park;49.25479437416089, -123.10099258510466
Pedestrian Actuated Signal;"{""coordinates"": [-123.10117199436549, 49.24722533763397], ""type"": ""Point""}";Riley Park;49.24722533763397, -123.10117199436549
Fixed Time;"{""coordinates"": [-123.18570249388394, 49.268623029228195], ""type"": ""Point""}";West Point Grey;49.268623029228195, -123.18570249388394
Fixed Time;"{""coordinates"": [-123.11472729192567, 49.27580837129837], ""type"": ""Point""}";Downtown;49.27580837129837, -123.11472729192567
Fixed Time;"{""coordinates"": [-123.11592187997282, 49.2788394648669], ""type"": ""Point""}";Downtown;49.2788394648669, -123.11592187997282
Semi Actuated;"{""coordinates"": [-123.0285176663261, 49.258148571167325], ""type"": ""Point""}";Renfrew-Collingwood;49.258148571167325, -123.0285176663261
Fixed Time;"{""coordinates"": [-123.12491003985973, 49.28943164026086], ""type"": ""Point""}";Downtown;49.28943164026086, -123.12491003985973
Fixed Time;"{""coordinates"": [-123.2152114716425, 49.26392420739283], ""type"": ""Point""}";;49.26392420739283, -123.2152114716425
Fully Actuated;"{""coordinates"": [-123.02335843021518, 49.2054321730552], ""type"": ""Point""}";;49.2054321730552, -123.02335843021518
Pedestrian Actuated Signal;"{""coordinates"": [-123.09303433350692, 49.259747849353005], ""type"": ""Point""}";Mount Pleasant;49.259747849353005, -123.09303433350692
Fixed Time;"{""coordinates"": [-123.12105008373253, 49.2779874177828], ""type"": ""Point""}";Downtown;49.2779874177828, -123.12105008373253
Semi Actuated;"{""coordinates"": [-123.12771397358385, 49.244472059134544], ""type"": ""Point""}";Shaughnessy;49.244472059134544, -123.12771397358385
Semi Actuated;"{""coordinates"": [-123.09864497912926, 49.27256196936882], ""type"": ""Point""}";Strathcona;49.27256196936882, -123.09864497912926
Pedestrian Actuated Signal;"{""coordinates"": [-123.03011596649571, 49.24006155346324], ""type"": ""Point""}";Renfrew-Collingwood;49.24006155346324, -123.03011596649571
Pedestrian Actuated Signal;"{""coordinates"": [-123.02364225862577, 49.23699604160138], ""type"": ""Point""}";Renfrew-Collingwood;49.23699604160138, -123.02364225862577
Fully Actuated;"{""coordinates"": [-123.02366523670347, 49.26556172617716], ""type"": ""Point""}";Hastings-Sunrise;49.26556172617716, -123.02366523670347
Semi Actuated;"{""coordinates"": [-123.09332887144973, 49.271663322259435], ""type"": ""Point""}";Strathcona;49.271663322259435, -123.09332887144973
Pedestrian Actuated Signal;"{""coordinates"": [-123.11073729466546, 49.23333118473438], ""type"": ""Point""}";Riley Park;49.23333118473438, -123.11073729466546
Pedestrian Actuated Signal;"{""coordinates"": [-123.12471346313353, 49.24917071390008], ""type"": ""Point""}";South Cambie;49.24917071390008, -123.12471346313353
Pedestrian Actuated Signal;"{""coordinates"": [-123.03741067890464, 49.23303555539283], ""type"": ""Point""}";Renfrew-Collingwood;49.23303555539283, -123.03741067890464
RRFB;"{""coordinates"": [-123.05913465243485, 49.225037950512224], ""type"": ""Point""}";Victoria-Fraserview;49.225037950512224, -123.05913465243485
Pedestrian Actuated Signal;"{""coordinates"": [-123.11604550504448, 49.23724784077801], ""type"": ""Point""}";South Cambie;49.23724784077801, -123.11604550504448
Fully Actuated;"{""coordinates"": [-123.11711072835986, 49.21014494711021], ""type"": ""Point""}";Marpole;49.21014494711021, -123.11711072835986
Pedestrian Actuated Signal;"{""coordinates"": [-123.18519638693142, 49.24901856579488], ""type"": ""Point""}";Dunbar-Southlands;49.24901856579488, -123.18519638693142
Pedestrian Actuated Signal;"{""coordinates"": [-123.07746443281538, 49.26423538872179], ""type"": ""Point""}";Mount Pleasant;49.26423538872179, -123.07746443281538
Semi Actuated;"{""coordinates"": [-123.13452272987602, 49.266229256530515], ""type"": ""Point""}";Fairview;49.266229256530515, -123.13452272987602
Fixed Time;"{""coordinates"": [-123.12816098691225, 49.278420126809415], ""type"": ""Point""}";Downtown;49.278420126809415, -123.12816098691225
Fixed Time;"{""coordinates"": [-123.12080340829894, 49.28199625242476], ""type"": ""Point""}";Downtown;49.28199625242476, -123.12080340829894
Pedestrian Actuated Signal;"{""coordinates"": [-123.09599112084884, 49.26263197533013], ""type"": ""Point""}";Mount Pleasant;49.26263197533013, -123.09599112084884
Pedestrian Actuated Signal;"{""coordinates"": [-123.09620024895271, 49.26687820322373], ""type"": ""Point""}";Strathcona;49.26687820322373, -123.09620024895271
Fixed Time;"{""coordinates"": [-123.18518589867928, 49.250060788247815], ""type"": ""Point""}";Dunbar-Southlands;49.250060788247815, -123.18518589867928
Fixed Time;"{""coordinates"": [-123.06532998423792, 49.24002884544702], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24002884544702, -123.06532998423792
Fixed Time;"{""coordinates"": [-123.14101965816387, 49.263637429959644], ""type"": ""Point""}";Fairview;49.263637429959644, -123.14101965816387
Pedestrian Actuated Signal;"{""coordinates"": [-123.13372620696241, 49.263520681387554], ""type"": ""Point""}";Fairview;49.263520681387554, -123.13372620696241
Semi Actuated;"{""coordinates"": [-123.07128686286863, 49.21100191394442], ""type"": ""Point""}";Victoria-Fraserview;49.21100191394442, -123.07128686286863
Pedestrian Actuated Signal;"{""coordinates"": [-123.07335078330377, 49.24897215790848], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24897215790848, -123.07335078330377
Pedestrian Actuated Signal;"{""coordinates"": [-123.13623631914133, 49.25979273331259], ""type"": ""Point""}";Fairview;49.25979273331259, -123.13623631914133
Semi Actuated;"{""coordinates"": [-123.10066900238668, 49.27012072716032], ""type"": ""Point""}";Mount Pleasant;49.27012072716032, -123.10066900238668
Fixed Time;"{""coordinates"": [-123.06962166815637, 49.26959963962046], ""type"": ""Point""}";Grandview-Woodland;49.26959963962046, -123.06962166815637
Fixed Time;"{""coordinates"": [-123.12583104003367, 49.27482498174545], ""type"": ""Point""}";Downtown;49.27482498174545, -123.12583104003367
Pedestrian Actuated Signal;"{""coordinates"": [-123.03374416434896, 49.260662511623345], ""type"": ""Point""}";Renfrew-Collingwood;49.260662511623345, -123.03374416434896
Fully Actuated;"{""coordinates"": [-123.1161921847306, 49.23354346715127], ""type"": ""Point""}";South Cambie;49.23354346715127, -123.1161921847306
Fixed Time;"{""coordinates"": [-123.13984324842983, 49.22696583019665], ""type"": ""Point""}";Oakridge;49.22696583019665, -123.13984324842983
RRFB;"{""coordinates"": [-123.05165621481538, 49.24243711081612], ""type"": ""Point""}";Renfrew-Collingwood;49.24243711081612, -123.05165621481538
Pedestrian Actuated Signal;"{""coordinates"": [-123.15296442859665, 49.262862651257976], ""type"": ""Point""}";Kitsilano;49.262862651257976, -123.15296442859665
Fixed Time;"{""coordinates"": [-123.04421553690631, 49.2694901081789], ""type"": ""Point""}";Hastings-Sunrise;49.2694901081789, -123.04421553690631
Fixed Time;"{""coordinates"": [-123.14564552290253, 49.268026676356406], ""type"": ""Point""}";Kitsilano;49.268026676356406, -123.14564552290253
Pedestrian Actuated Signal;"{""coordinates"": [-123.05651258779017, 49.28673052624415], ""type"": ""Point""}";Grandview-Woodland;49.28673052624415, -123.05651258779017
Pedestrian Actuated Signal;"{""coordinates"": [-123.1152371090792, 49.25298961914669], ""type"": ""Point""}";South Cambie;49.25298961914669, -123.1152371090792
Pedestrian Actuated Signal;"{""coordinates"": [-123.10169861256269, 49.22376762960051], ""type"": ""Point""}";Sunset;49.22376762960051, -123.10169861256269
Fixed Time;"{""coordinates"": [-123.1168090897909, 49.285928264137766], ""type"": ""Point""}";Downtown;49.285928264137766, -123.1168090897909
Pedestrian Actuated Signal;"{""coordinates"": [-123.06978107885315, 49.26136958151017], ""type"": ""Point""}";Kensington-Cedar Cottage;49.26136958151017, -123.06978107885315
Fully Actuated;"{""coordinates"": [-123.02357826188438, 49.28111797812556], ""type"": ""Point""}";Hastings-Sunrise;49.28111797812556, -123.02357826188438
Fixed Time;"{""coordinates"": [-123.10089436386599, 49.26450658132269], ""type"": ""Point""}";Mount Pleasant;49.26450658132269, -123.10089436386599
Fixed Time;"{""coordinates"": [-123.119096636758, 49.28313672360093], ""type"": ""Point""}";Downtown;49.28313672360093, -123.119096636758
Fixed Time;"{""coordinates"": [-123.11883641880554, 49.280722730736755], ""type"": ""Point""}";Downtown;49.280722730736755, -123.11883641880554
Pedestrian Actuated Signal;"{""coordinates"": [-123.12382694591263, 49.219143453479134], ""type"": ""Point""}";Oakridge;49.219143453479134, -123.12382694591263
Fully Actuated;"{""coordinates"": [-123.10002804173713, 49.27277629612768], ""type"": ""Point""}";Downtown;49.27277629612768, -123.10002804173713
Fixed Time;"{""coordinates"": [-123.0761514316291, 49.248503061727355], ""type"": ""Point""}";Kensington-Cedar Cottage;49.248503061727355, -123.0761514316291
Semi Actuated;"{""coordinates"": [-123.09993284985323, 49.2749235662563], ""type"": ""Point""}";Downtown;49.2749235662563, -123.09993284985323
Pedestrian Actuated Signal;"{""coordinates"": [-123.14148202234435, 49.249451818462106], ""type"": ""Point""}";Shaughnessy;49.249451818462106, -123.14148202234435
Semi Actuated;"{""coordinates"": [-123.09538158816893, 49.281257116136715], ""type"": ""Point""}";Strathcona;49.281257116136715, -123.09538158816893
Semi Actuated;"{""coordinates"": [-123.03090979366814, 49.20806770205076], ""type"": ""Point""}";Killarney;49.20806770205076, -123.03090979366814
Fixed Time;"{""coordinates"": [-123.1022158136993, 49.28233296981748], ""type"": ""Point""}";Downtown;49.28233296981748, -123.1022158136993
Pedestrian Actuated Signal;"{""coordinates"": [-123.17573048218014, 49.23474885054332], ""type"": ""Point""}";Dunbar-Southlands;49.23474885054332, -123.17573048218014
Fixed Time;"{""coordinates"": [-123.04419720184768, 49.25062405719668], ""type"": ""Point""}";Renfrew-Collingwood;49.25062405719668, -123.04419720184768
Fixed Time;"{""coordinates"": [-123.11518701223562, 49.280596499891566], ""type"": ""Point""}";Downtown;49.280596499891566, -123.11518701223562
Semi Actuated;"{""coordinates"": [-123.03031496946431, 49.25813860562696], ""type"": ""Point""}";Renfrew-Collingwood;49.25813860562696, -123.03031496946431
Pedestrian Actuated Signal;"{""coordinates"": [-123.16436033272305, 49.27273836079283], ""type"": ""Point""}";Kitsilano;49.27273836079283, -123.16436033272305
Pedestrian Actuated Signal;"{""coordinates"": [-123.0689938106278, 49.24694565321376], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24694565321376, -123.0689938106278
Semi Actuated;"{""coordinates"": [-123.11075063725472, 49.22590431701105], ""type"": ""Point""}";Oakridge;49.22590431701105, -123.11075063725472
Fixed Time;"{""coordinates"": [-123.10261574252007, 49.27015293553533], ""type"": ""Point""}";Mount Pleasant;49.27015293553533, -123.10261574252007
Pedestrian Actuated Signal;"{""coordinates"": [-123.19375046308627, 49.23371478653627], ""type"": ""Point""}";Dunbar-Southlands;49.23371478653627, -123.19375046308627
Fixed Time;"{""coordinates"": [-123.12400471374617, 49.27990003378874], ""type"": ""Point""}";Downtown;49.27990003378874, -123.12400471374617
Pedestrian Actuated Signal;"{""coordinates"": [-123.12419046680485, 49.26336805250971], ""type"": ""Point""}";Fairview;49.26336805250971, -123.12419046680485
RRFB;"{""coordinates"": [-123.07358017058662, 49.26501388983901], ""type"": ""Point""}";Grandview-Woodland;49.26501388983901, -123.07358017058662
Semi Actuated;"{""coordinates"": [-123.08136716950686, 49.26241206763801], ""type"": ""Point""}";Mount Pleasant;49.26241206763801, -123.08136716950686
Semi Actuated;"{""coordinates"": [-123.1266249750388, 49.26244016299471], ""type"": ""Point""}";Fairview;49.26244016299471, -123.1266249750388
Semi Actuated;"{""coordinates"": [-123.06550737734057, 49.284838842464566], ""type"": ""Point""}";Grandview-Woodland;49.284838842464566, -123.06550737734057
Pedestrian Actuated Signal;"{""coordinates"": [-123.10945311381363, 49.263113250004764], ""type"": ""Point""}";Mount Pleasant;49.263113250004764, -123.10945311381363
Semi Actuated;"{""coordinates"": [-123.04215425890261, 49.244590668061655], ""type"": ""Point""}";Renfrew-Collingwood;49.244590668061655, -123.04215425890261
Bus Actuated Signal;"{""coordinates"": [-123.13768499070345, 49.20427004149496], ""type"": ""Point""}";Marpole;49.20427004149496, -123.13768499070345
Pedestrian Actuated Signal;"{""coordinates"": [-123.07721137150007, 49.22766302049745], ""type"": ""Point""}";Sunset;49.22766302049745, -123.07721137150007
Fixed Time;"{""coordinates"": [-123.12417033975413, 49.287863797166246], ""type"": ""Point""}";Downtown;49.287863797166246, -123.12417033975413
Pedestrian Actuated Signal;"{""coordinates"": [-123.16133733741381, 49.2346649637614], ""type"": ""Point""}";Arbutus Ridge;49.2346649637614, -123.16133733741381
Fixed Time;"{""coordinates"": [-123.0655741616909, 49.28117690514293], ""type"": ""Point""}";Grandview-Woodland;49.28117690514293, -123.0655741616909
Pedestrian Actuated Signal;"{""coordinates"": [-123.10097663381345, 49.2510501897128], ""type"": ""Point""}";Riley Park;49.2510501897128, -123.10097663381345
Pedestrian Actuated Signal;"{""coordinates"": [-123.09695775392593, 49.27761842307449], ""type"": ""Point""}";Strathcona;49.27761842307449, -123.09695775392593
Pedestrian Actuated Signal;"{""coordinates"": [-123.07427201959437, 49.23268406733825], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23268406733825, -123.07427201959437
Pedestrian Actuated Signal;"{""coordinates"": [-123.05662787785553, 49.252358066411674], ""type"": ""Point""}";Kensington-Cedar Cottage;49.252358066411674, -123.05662787785553
Pedestrian Actuated Signal;"{""coordinates"": [-123.15809249573408, 49.23461421003325], ""type"": ""Point""}";Arbutus Ridge;49.23461421003325, -123.15809249573408
Fixed Time;"{""coordinates"": [-123.07709292274446, 49.28132162386121], ""type"": ""Point""}";Grandview-Woodland;49.28132162386121, -123.07709292274446
Semi Actuated;"{""coordinates"": [-123.14021769271714, 49.21738961190103], ""type"": ""Point""}";Marpole;49.21738961190103, -123.14021769271714
;"{""coordinates"": [-123.18556632004946, 49.27226821996631], ""type"": ""Point""}";Kitsilano;49.27226821996631, -123.18556632004946
Semi Actuated;"{""coordinates"": [-123.11597597673138, 49.274861775447995], ""type"": ""Point""}";Downtown;49.274861775447995, -123.11597597673138
Fixed Time;"{""coordinates"": [-123.11444927637942, 49.282354701906236], ""type"": ""Point""}";Downtown;49.282354701906236, -123.11444927637942
Semi Actuated;"{""coordinates"": [-123.12486044367441, 49.27419627241331], ""type"": ""Point""}";Downtown;49.27419627241331, -123.12486044367441
Fixed Time;"{""coordinates"": [-123.09747366633628, 49.28129469722007], ""type"": ""Point""}";Strathcona;49.28129469722007, -123.09747366633628
Pedestrian Actuated Signal;"{""coordinates"": [-123.15052901681514, 49.26378995462663], ""type"": ""Point""}";Kitsilano;49.26378995462663, -123.15052901681514
Pedestrian Actuated Signal;"{""coordinates"": [-123.05665409951895, 49.24399053908131], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24399053908131, -123.05665409951895
Fixed Time;"{""coordinates"": [-123.11227364331889, 49.278709839599905], ""type"": ""Point""}";Downtown;49.278709839599905, -123.11227364331889
Fixed Time;"{""coordinates"": [-123.0996488017772, 49.281335658958945], ""type"": ""Point""}";Downtown;49.281335658958945, -123.0996488017772
Semi Actuated;"{""coordinates"": [-123.08384164331036, 49.270001303729195], ""type"": ""Point""}";Strathcona;49.270001303729195, -123.08384164331036
Semi Actuated;"{""coordinates"": [-123.1115105534789, 49.26826743192447], ""type"": ""Point""}";Mount Pleasant;49.26826743192447, -123.1115105534789
Semi Actuated;"{""coordinates"": [-123.09683125308767, 49.27671207542687], ""type"": ""Point""}";Strathcona;49.27671207542687, -123.09683125308767
Pedestrian Actuated Signal;"{""coordinates"": [-123.0793788396278, 49.26519776346384], ""type"": ""Point""}";Strathcona;49.26519776346384, -123.0793788396278
Fixed Time;"{""coordinates"": [-123.12042812016116, 49.27966867366639], ""type"": ""Point""}";Downtown;49.27966867366639, -123.12042812016116
Fixed Time;"{""coordinates"": [-123.07038971833771, 49.28123472651037], ""type"": ""Point""}";Grandview-Woodland;49.28123472651037, -123.07038971833771
Pedestrian Actuated Signal;"{""coordinates"": [-123.14033886126481, 49.213998980816434], ""type"": ""Point""}";Marpole;49.213998980816434, -123.14033886126481
Pedestrian Actuated Signal;"{""coordinates"": [-123.12199806193671, 49.20839556656555], ""type"": ""Point""}";Marpole;49.20839556656555, -123.12199806193671
Pedestrian Actuated Signal;"{""coordinates"": [-123.04159903898328, 49.25060991893043], ""type"": ""Point""}";Renfrew-Collingwood;49.25060991893043, -123.04159903898328
Pedestrian Actuated Signal;"{""coordinates"": [-123.06500883040991, 49.2502862553133], ""type"": ""Point""}";Kensington-Cedar Cottage;49.2502862553133, -123.06500883040991
Fully Actuated;"{""coordinates"": [-123.10219366971934, 49.21109428514802], ""type"": ""Point""}";Sunset;49.21109428514802, -123.10219366971934
Pedestrian Actuated Signal;"{""coordinates"": [-123.1433877902352, 49.263675560471356], ""type"": ""Point""}";Fairview;49.263675560471356, -123.1433877902352
Semi Actuated;"{""coordinates"": [-123.08497331085853, 49.27650546566184], ""type"": ""Point""}";Strathcona;49.27650546566184, -123.08497331085853
Fixed Time;"{""coordinates"": [-123.11288449004172, 49.28595660458078], ""type"": ""Point""}";Downtown;49.28595660458078, -123.11288449004172
Fixed Time;"{""coordinates"": [-123.1278187136104, 49.24143459280419], ""type"": ""Point""}";Shaughnessy;49.24143459280419, -123.1278187136104
Fixed Time;"{""coordinates"": [-123.11055085381177, 49.27985058753457], ""type"": ""Point""}";Downtown;49.27985058753457, -123.11055085381177
Pedestrian Actuated Signal;"{""coordinates"": [-123.10501255394894, 49.26027359894621], ""type"": ""Point""}";Mount Pleasant;49.26027359894621, -123.10501255394894
Semi Actuated;"{""coordinates"": [-123.04769543277901, 49.207664209744905], ""type"": ""Point""}";Killarney;49.207664209744905, -123.04769543277901
Pedestrian Actuated Signal;"{""coordinates"": [-123.03601501391276, 49.24247542853345], ""type"": ""Point""}";Renfrew-Collingwood;49.24247542853345, -123.03601501391276
Pedestrian Actuated Signal;"{""coordinates"": [-123.1495032283246, 49.22708864316031], ""type"": ""Point""}";Kerrisdale;49.22708864316031, -123.1495032283246
Pedestrian Actuated Signal;"{""coordinates"": [-123.09148043889861, 49.28118474695523], ""type"": ""Point""}";Strathcona;49.28118474695523, -123.09148043889861
Pedestrian Actuated Signal;"{""coordinates"": [-123.159928536026, 49.23464252755331], ""type"": ""Point""}";Arbutus Ridge;49.23464252755331, -123.159928536026
Pedestrian Actuated Signal;"{""coordinates"": [-123.04931396860124, 49.28871419837486], ""type"": ""Point""}";Hastings-Sunrise;49.28871419837486, -123.04931396860124
Fixed Time;"{""coordinates"": [-123.11751722176317, 49.277783518927635], ""type"": ""Point""}";Downtown;49.277783518927635, -123.11751722176317
Pedestrian Actuated Signal;"{""coordinates"": [-123.08996517724675, 49.25372049875641], ""type"": ""Point""}";Riley Park;49.25372049875641, -123.08996517724675
Fixed Time;"{""coordinates"": [-123.11740366162309, 49.28426601028286], ""type"": ""Point""}";Downtown;49.28426601028286, -123.11740366162309
Pedestrian Actuated Signal;"{""coordinates"": [-123.12064474900788, 49.241164993011296], ""type"": ""Point""}";South Cambie;49.241164993011296, -123.12064474900788
Pedestrian Actuated Signal;"{""coordinates"": [-123.15299837733171, 49.261942387298355], ""type"": ""Point""}";Kitsilano;49.261942387298355, -123.15299837733171
Fully Actuated;"{""coordinates"": [-123.0236638828778, 49.221959277324984], ""type"": ""Point""}";Killarney;49.221959277324984, -123.0236638828778
Semi Actuated;"{""coordinates"": [-123.02372378317646, 49.26365296823319], ""type"": ""Point""}";Renfrew-Collingwood;49.26365296823319, -123.02372378317646
Semi Actuated;"{""coordinates"": [-123.0548931290217, 49.22021941660392], ""type"": ""Point""}";Victoria-Fraserview;49.22021941660392, -123.0548931290217
Pedestrian Actuated Signal;"{""coordinates"": [-123.15777100569143, 49.26107858114605], ""type"": ""Point""}";Kitsilano;49.26107858114605, -123.15777100569143
Semi Actuated;"{""coordinates"": [-123.10189478378717, 49.218457763380236], ""type"": ""Point""}";Sunset;49.218457763380236, -123.10189478378717
Pedestrian Actuated Signal;"{""coordinates"": [-123.18576584604575, 49.26690869334395], ""type"": ""Point""}";West Point Grey;49.26690869334395, -123.18576584604575
Fixed Time;"{""coordinates"": [-123.0995139937753, 49.26285926311418], ""type"": ""Point""}";Mount Pleasant;49.26285926311418, -123.0995139937753
Pedestrian Actuated Signal;"{""coordinates"": [-123.15734060366637, 49.27261689298479], ""type"": ""Point""}";Kitsilano;49.27261689298479, -123.15734060366637
Fixed Time;"{""coordinates"": [-123.1168878358852, 49.27946306324271], ""type"": ""Point""}";Downtown;49.27946306324271, -123.1168878358852
